date,ts,exit_ts,strat,dir,pnl_1c,mae_1c
2022-06-02,2022-06-02T11:45:00-04:00,2022-06-02T14:00:00-04:00,FB,LONG,2770.0,-150.0
2022-06-02,2022-06-02T12:40:00-04:00,2022-06-02T15:00:00-04:00,RV,LONG,535.0,-620.0
2022-06-02,2022-06-02T13:35:00-04:00,2022-06-02T16:20:00-04:00,B2,LONG,1390.0,-225.0
2022-06-02,2022-06-02T19:20:00-04:00,2022-06-03T03:00:00-04:00,OD,LONG,-1370.0,-925.0
2022-06-03,2022-06-03T11:40:00-04:00,2022-06-03T15:00:00-04:00,RV,SHORT,-410.0,-1750.0
2022-06-05,2022-06-05T19:20:00-04:00,2022-06-05T23:40:00-04:00,OD,LONG,1720.0,-375.0
2022-06-06,2022-06-06T11:45:00-04:00,2022-06-06T16:20:00-04:00,B2,LONG,-1655.0,-2795.0
2022-06-06,2022-06-06T19:20:00-04:00,2022-06-06T20:20:00-04:00,OD,LONG,-705.0,-735.0
2022-06-07,2022-06-07T10:25:00-04:00,2022-06-07T14:00:00-04:00,FB,LONG,1975.0,-195.0
2022-06-07,2022-06-07T10:40:00-04:00,2022-06-07T15:00:00-04:00,RV,LONG,140.0,-1980.0
2022-06-07,2022-06-07T11:15:00-04:00,2022-06-07T16:20:00-04:00,B2,LONG,555.0,-2005.0
2022-06-07,2022-06-07T19:20:00-04:00,2022-06-07T23:00:00-04:00,OD,LONG,-725.0,-685.0
2022-06-08,2022-06-08T10:20:00-04:00,2022-06-08T12:40:00-04:00,FB,LONG,-1905.0,-1990.0
2022-06-08,2022-06-08T14:00:00-04:00,2022-06-08T15:00:00-04:00,RV,SHORT,350.0,-410.0
2022-06-08,2022-06-08T19:20:00-04:00,2022-06-08T21:20:00-04:00,OD,LONG,-1180.0,-960.0
2022-06-09,2022-06-09T19:20:00-04:00,2022-06-10T03:00:00-04:00,OD,LONG,20.0,-460.0
2022-06-12,2022-06-12T19:20:00-04:00,2022-06-12T21:00:00-04:00,OD,LONG,-1145.0,-1110.0
2022-06-13,2022-06-13T12:40:00-04:00,2022-06-13T13:20:00-04:00,RV,SHORT,2610.1140350483183,-65.0
2022-06-13,2022-06-13T19:20:00-04:00,2022-06-14T00:00:00-04:00,OD,LONG,2490.0,-365.0
2022-06-14,2022-06-14T10:45:00-04:00,2022-06-14T16:20:00-04:00,B2,SHORT,-940.0,-3275.0
2022-06-14,2022-06-14T19:20:00-04:00,2022-06-15T00:40:00-04:00,OD,LONG,270.0,-55.0
2022-06-15,2022-06-15T19:20:00-04:00,2022-06-15T22:00:00-04:00,OD,LONG,410.0,-15.0
2022-06-16,2022-06-16T11:20:00-04:00,2022-06-16T15:00:00-04:00,RV,SHORT,2160.0,-785.0
2022-06-16,2022-06-16T19:20:00-04:00,2022-06-17T02:00:00-04:00,OD,LONG,-10.0,-345.0
2022-06-19,2022-06-19T19:20:00-04:00,2022-06-19T20:40:00-04:00,OD,LONG,-975.0,-1040.0
2022-06-20,2022-06-20T19:20:00-04:00,2022-06-20T23:00:00-04:00,OD,LONG,1640.0,-185.0
2022-06-21,2022-06-21T09:40:00-04:00,2022-06-21T10:20:00-04:00,RV,LONG,1424.370783981758,-435.0
2022-06-21,2022-06-21T09:55:00-04:00,2022-06-21T14:00:00-04:00,FB,LONG,155.0,-135.0
2022-06-21,2022-06-21T19:20:00-04:00,2022-06-21T20:00:00-04:00,OD,LONG,-340.0,-40.0
2022-06-22,2022-06-22T09:35:00-04:00,2022-06-22T14:00:00-04:00,FB,LONG,3140.0,-685.0
2022-06-22,2022-06-22T09:40:00-04:00,2022-06-22T10:00:00-04:00,RV,LONG,1580.144275936218,-515.0
2022-06-22,2022-06-22T10:40:00-04:00,2022-06-22T12:00:00-04:00,RV,LONG,-2252.5863608716827,-3145.0
2022-06-22,2022-06-22T19:20:00-04:00,2022-06-22T21:40:00-04:00,OD,LONG,-20.0,-975.0
2022-06-23,2022-06-23T11:15:00-04:00,2022-06-23T12:05:00-04:00,FB,LONG,-2365.0,-2595.0
2022-06-23,2022-06-23T19:20:00-04:00,2022-06-23T22:40:00-04:00,OD,LONG,2230.0,-520.0
2022-06-24,2022-06-24T09:40:00-04:00,2022-06-24T10:00:00-04:00,RV,LONG,1328.5185345257923,-235.0
2022-06-24,2022-06-24T10:05:00-04:00,2022-06-24T14:00:00-04:00,FB,LONG,-595.0,-1340.0
2022-06-24,2022-06-24T10:20:00-04:00,2022-06-24T15:00:00-04:00,RV,LONG,160.0,-1610.0
2022-06-26,2022-06-26T19:20:00-04:00,2022-06-26T22:20:00-04:00,OD,LONG,1780.0,-785.0
2022-06-27,2022-06-27T10:30:00-04:00,2022-06-27T16:20:00-04:00,B2,SHORT,-600.0,-2285.0
2022-06-27,2022-06-27T19:20:00-04:00,2022-06-27T22:00:00-04:00,OD,LONG,-755.0,-140.0
2022-06-28,2022-06-28T12:05:00-04:00,2022-06-28T16:20:00-04:00,B2,SHORT,1830.0,-1465.0
2022-06-28,2022-06-28T19:20:00-04:00,2022-06-28T20:40:00-04:00,OD,LONG,-280.0,-245.0
2022-06-29,2022-06-29T10:00:00-04:00,2022-06-29T15:00:00-04:00,RV,SHORT,575.0,-1215.0
2022-06-29,2022-06-29T19:20:00-04:00,2022-06-29T21:00:00-04:00,OD,LONG,-1105.0,-675.0
2022-07-01,2022-07-01T10:00:00-04:00,2022-07-01T10:40:00-04:00,RV,SHORT,2217.0148222719945,-1150.0
2022-07-03,2022-07-03T19:20:00-04:00,2022-07-03T20:40:00-04:00,OD,LONG,-1340.0,-1085.0
2022-07-04,2022-07-04T19:20:00-04:00,2022-07-04T22:20:00-04:00,OD,LONG,-1345.0,-1190.0
2022-07-05,2022-07-05T10:00:00-04:00,2022-07-05T10:40:00-04:00,RV,SHORT,-1753.081985704957,-2945.0
2022-07-05,2022-07-05T10:40:00-04:00,2022-07-05T14:00:00-04:00,FB,LONG,1705.0,-2425.0
2022-07-05,2022-07-05T12:00:00-04:00,2022-07-05T13:40:00-04:00,RV,LONG,2430.426930203721,-520.0
2022-07-05,2022-07-05T14:40:00-04:00,2022-07-05T15:00:00-04:00,RV,LONG,-525.0,-765.0
2022-07-05,2022-07-05T19:20:00-04:00,2022-07-05T21:40:00-04:00,OD,LONG,-60.0,-665.0
2022-07-06,2022-07-06T19:20:00-04:00,2022-07-07T02:20:00-04:00,OD,LONG,410.0,-975.0
2022-07-07,2022-07-07T09:40:00-04:00,2022-07-07T11:00:00-04:00,RV,LONG,1439.7894712372365,-245.0
2022-07-07,2022-07-07T09:55:00-04:00,2022-07-07T12:40:00-04:00,B2,LONG,2592.1799130812724,-1035.0
2022-07-07,2022-07-07T10:45:00-04:00,2022-07-07T14:00:00-04:00,FB,LONG,1720.0,-245.0
2022-07-07,2022-07-07T19:20:00-04:00,2022-07-07T22:40:00-04:00,OD,LONG,-625.0,-225.0
2022-07-10,2022-07-10T19:20:00-04:00,2022-07-10T21:00:00-04:00,OD,LONG,-385.0,-270.0
2022-07-11,2022-07-11T10:20:00-04:00,2022-07-11T13:40:00-04:00,RV,SHORT,-1693.3136797997577,-1995.0
2022-07-11,2022-07-11T19:20:00-04:00,2022-07-11T20:20:00-04:00,OD,LONG,-470.0,-45.0
2022-07-12,2022-07-12T09:40:00-04:00,2022-07-12T10:00:00-04:00,FB,LONG,-2600.0,-3075.0
2022-07-12,2022-07-12T09:40:00-04:00,2022-07-12T10:00:00-04:00,RV,LONG,-1594.2939740951988,-3075.0
2022-07-12,2022-07-12T19:20:00-04:00,2022-07-13T03:40:00-04:00,OD,LONG,455.0,-230.0
2022-07-13,2022-07-13T09:00:00-04:00,2022-07-13T10:00:00-04:00,RV,SHORT,-2556.2270122345217,-2790.0
2022-07-13,2022-07-13T10:40:00-04:00,2022-07-13T15:00:00-04:00,RV,SHORT,-2340.0,-2645.0
2022-07-13,2022-07-13T19:20:00-04:00,2022-07-14T01:40:00-04:00,OD,LONG,550.0,-435.0
2022-07-14,2022-07-14T10:20:00-04:00,2022-07-14T11:40:00-04:00,B2,SHORT,-2655.0,-2905.0
2022-07-14,2022-07-14T12:15:00-04:00,2022-07-14T14:40:00-04:00,B2,LONG,2044.4197602786155,-1355.0
2022-07-14,2022-07-14T13:45:00-04:00,2022-07-14T14:00:00-04:00,FB,LONG,-10.0,-370.0
2022-07-14,2022-07-14T14:20:00-04:00,2022-07-14T15:00:00-04:00,RV,LONG,540.0,-15.0
2022-07-14,2022-07-14T19:20:00-04:00,2022-07-15T01:20:00-04:00,OD,LONG,-400.0,-555.0
2022-07-15,2022-07-15T10:25:00-04:00,2022-07-15T16:20:00-04:00,B2,LONG,1400.0,-820.0
2022-07-15,2022-07-15T10:30:00-04:00,2022-07-15T14:00:00-04:00,FB,LONG,230.0,-1175.0
2022-07-17,2022-07-17T19:20:00-04:00,2022-07-18T03:20:00-04:00,OD,LONG,1925.0,-740.0
2022-07-18,2022-07-18T19:20:00-04:00,2022-07-19T00:40:00-04:00,OD,LONG,-225.0,-135.0
2022-07-19,2022-07-19T10:00:00-04:00,2022-07-19T11:00:00-04:00,RV,LONG,1465.729394303853,-1085.0
2022-07-19,2022-07-19T10:45:00-04:00,2022-07-19T14:00:00-04:00,FB,LONG,3005.0,-40.0
2022-07-19,2022-07-19T11:05:00-04:00,2022-07-19T14:00:00-04:00,B2,LONG,1538.032851172247,-360.0
2022-07-19,2022-07-19T19:20:00-04:00,2022-07-20T01:00:00-04:00,OD,LONG,-60.0,-425.0
2022-07-20,2022-07-20T10:05:00-04:00,2022-07-20T14:00:00-04:00,FB,LONG,1570.0,-535.0
2022-07-20,2022-07-20T10:20:00-04:00,2022-07-20T10:40:00-04:00,RV,LONG,1553.160332150037,-110.0
2022-07-20,2022-07-20T11:30:00-04:00,2022-07-20T13:20:00-04:00,B2,LONG,-1810.0,-2210.0
2022-07-20,2022-07-20T14:25:00-04:00,2022-07-20T16:20:00-04:00,B2,LONG,-85.0,-305.0
2022-07-20,2022-07-20T19:20:00-04:00,2022-07-21T02:40:00-04:00,OD,LONG,190.0,-760.0
2022-07-21,2022-07-21T11:00:00-04:00,2022-07-21T12:20:00-04:00,RV,LONG,2251.783049519436,-250.0
2022-07-21,2022-07-21T12:30:00-04:00,2022-07-21T14:00:00-04:00,FB,LONG,-555.0,-1200.0
2022-07-21,2022-07-21T19:20:00-04:00,2022-07-22T03:20:00-04:00,OD,LONG,-215.0,-515.0
2022-07-22,2022-07-22T09:55:00-04:00,2022-07-22T10:00:00-04:00,FB,LONG,-585.0,-850.0
2022-07-22,2022-07-22T10:15:00-04:00,2022-07-22T11:40:00-04:00,B2,LONG,-2995.0,-3360.0
2022-07-24,2022-07-24T19:20:00-04:00,2022-07-25T05:40:00-04:00,OD,LONG,1530.0,-650.0
2022-07-25,2022-07-25T10:20:00-04:00,2022-07-25T16:00:00-04:00,B2,SHORT,-420.0,-1635.0
2022-07-25,2022-07-25T11:40:00-04:00,2022-07-25T15:00:00-04:00,RV,SHORT,1610.0,-725.0
2022-07-25,2022-07-25T19:20:00-04:00,2022-07-26T04:00:00-04:00,OD,LONG,65.0,-495.0
2022-07-26,2022-07-26T19:20:00-04:00,2022-07-27T06:00:00-04:00,OD,LONG,565.0,-115.0
2022-07-27,2022-07-27T10:00:00-04:00,2022-07-27T14:00:00-04:00,FB,LONG,1030.0,-260.0
2022-07-27,2022-07-27T14:05:00-04:00,2022-07-27T15:00:00-04:00,B2,LONG,638.1272426150099,-1290.0
2022-07-27,2022-07-27T19:20:00-04:00,2022-07-29T00:00:00-04:00,OD,LONG,6250.0,-615.0
2022-07-29,2022-07-29T10:30:00-04:00,2022-07-29T11:30:00-04:00,FB,LONG,-2280.0,-2445.0
2022-07-31,2022-07-31T19:20:00-04:00,2022-08-01T04:20:00-04:00,OD,LONG,-75.0,-605.0
2022-08-01,2022-08-01T09:40:00-04:00,2022-08-01T10:00:00-04:00,RV,LONG,1132.6274662362994,-285.0
2022-08-01,2022-08-01T10:10:00-04:00,2022-08-01T13:50:00-04:00,FB,LONG,-2840.0,-2900.0
2022-08-01,2022-08-01T11:00:00-04:00,2022-08-01T13:00:00-04:00,RV,LONG,-1830.0357419610373,-1955.0
2022-08-01,2022-08-01T19:20:00-04:00,2022-08-01T21:20:00-04:00,OD,LONG,-1270.0,-965.0
2022-08-02,2022-08-02T09:40:00-04:00,2022-08-02T10:20:00-04:00,RV,LONG,-1278.1906806577535,-2045.0
2022-08-02,2022-08-02T10:00:00-04:00,2022-08-02T10:15:00-04:00,FB,LONG,-1675.0,-1850.0
2022-08-02,2022-08-02T14:10:00-04:00,2022-08-02T16:20:00-04:00,B2,LONG,-1230.0,-1665.0
2022-08-02,2022-08-02T19:20:00-04:00,2022-08-03T03:00:00-04:00,OD,LONG,-225.0,-1240.0
2022-08-03,2022-08-03T09:55:00-04:00,2022-08-03T14:00:00-04:00,FB,LONG,3325.0,-805.0
2022-08-03,2022-08-03T10:30:00-04:00,2022-08-03T12:00:00-04:00,B2,LONG,1613.3431504241162,-1375.0
2022-08-03,2022-08-03T19:20:00-04:00,2022-08-03T23:40:00-04:00,OD,LONG,0.0,-190.0
2022-08-04,2022-08-04T14:05:00-04:00,2022-08-04T16:20:00-04:00,B2,LONG,530.0,-560.0
2022-08-04,2022-08-04T19:20:00-04:00,2022-08-05T02:40:00-04:00,OD,LONG,125.0,-100.0
2022-08-05,2022-08-05T09:40:00-04:00,2022-08-05T10:20:00-04:00,RV,SHORT,-1764.888138732822,-2070.0
2022-08-07,2022-08-07T19:20:00-04:00,2022-08-08T01:20:00-04:00,OD,LONG,1250.0,-130.0
2022-08-08,2022-08-08T09:40:00-04:00,2022-08-08T10:00:00-04:00,RV,LONG,1524.468963429208,-280.0
2022-08-08,2022-08-08T10:05:00-04:00,2022-08-08T10:50:00-04:00,FB,LONG,-1580.0,-1620.0
2022-08-08,2022-08-08T10:40:00-04:00,2022-08-08T11:40:00-04:00,B2,LONG,-2195.0,-2770.0
2022-08-08,2022-08-08T19:20:00-04:00,2022-08-08T21:00:00-04:00,OD,LONG,-555.0,-340.0
2022-08-09,2022-08-09T10:10:00-04:00,2022-08-09T16:20:00-04:00,B2,SHORT,-1380.0,-1810.0
2022-08-09,2022-08-09T11:20:00-04:00,2022-08-09T12:40:00-04:00,RV,SHORT,1755.847631323668,-325.0
2022-08-09,2022-08-09T14:00:00-04:00,2022-08-09T15:00:00-04:00,RV,SHORT,-145.0,-525.0
2022-08-09,2022-08-09T19:20:00-04:00,2022-08-09T20:40:00-04:00,OD,LONG,-635.0,-680.0
2022-08-10,2022-08-10T19:20:00-04:00,2022-08-11T02:20:00-04:00,OD,LONG,1555.0,-45.0
2022-08-11,2022-08-11T10:20:00-04:00,2022-08-11T11:10:00-04:00,FB,LONG,-2370.0,-3310.0
2022-08-11,2022-08-11T19:20:00-04:00,2022-08-12T03:40:00-04:00,OD,LONG,1275.0,-340.0
2022-08-12,2022-08-12T10:10:00-04:00,2022-08-12T14:00:00-04:00,FB,LONG,1855.0,-515.0
2022-08-14,2022-08-14T19:20:00-04:00,2022-08-15T03:00:00-04:00,OD,LONG,-750.0,-530.0
2022-08-15,2022-08-15T09:40:00-04:00,2022-08-15T12:00:00-04:00,RV,LONG,1158.1653304159772,-955.0
2022-08-15,2022-08-15T09:55:00-04:00,2022-08-15T14:00:00-04:00,FB,LONG,895.0,-1525.0
2022-08-15,2022-08-15T19:20:00-04:00,2022-08-15T21:00:00-04:00,OD,LONG,-365.0,-320.0
2022-08-16,2022-08-16T10:05:00-04:00,2022-08-16T10:40:00-04:00,B2,SHORT,992.2148162690792,-495.0
2022-08-16,2022-08-16T11:00:00-04:00,2022-08-16T11:40:00-04:00,RV,SHORT,-1399.5043586089378,-1915.0
2022-08-16,2022-08-16T19:20:00-04:00,2022-08-17T02:00:00-04:00,OD,LONG,-15.0,-130.0
2022-08-17,2022-08-17T12:40:00-04:00,2022-08-17T14:20:00-04:00,RV,SHORT,-1726.786786528719,-2245.0
2022-08-17,2022-08-17T14:30:00-04:00,2022-08-17T16:20:00-04:00,B2,LONG,-1500.0,-2025.0
2022-08-17,2022-08-17T19:20:00-04:00,2022-08-18T02:20:00-04:00,OD,LONG,-475.0,-370.0
2022-08-18,2022-08-18T19:20:00-04:00,2022-08-18T21:20:00-04:00,OD,LONG,-555.0,-560.0
2022-08-19,2022-08-19T14:00:00-04:00,2022-08-19T15:00:00-04:00,RV,SHORT,485.0,-65.0
2022-08-21,2022-08-21T19:20:00-04:00,2022-08-22T00:40:00-04:00,OD,LONG,-310.0,-640.0
2022-08-22,2022-08-22T10:35:00-04:00,2022-08-22T15:00:00-04:00,B2,SHORT,1243.4145987754525,-780.0
2022-08-22,2022-08-22T19:20:00-04:00,2022-08-23T01:00:00-04:00,OD,LONG,-1095.0,-625.0
2022-08-23,2022-08-23T10:00:00-04:00,2022-08-23T15:00:00-04:00,RV,SHORT,310.0,-1410.0
2022-08-23,2022-08-23T19:20:00-04:00,2022-08-23T21:40:00-04:00,OD,LONG,-995.0,-595.0
2022-08-24,2022-08-24T10:20:00-04:00,2022-08-24T12:00:00-04:00,RV,LONG,1318.6120585428944,-665.0
2022-08-24,2022-08-24T11:15:00-04:00,2022-08-24T14:00:00-04:00,FB,LONG,-610.0,-1165.0
2022-08-24,2022-08-24T19:20:00-04:00,2022-08-25T02:00:00-04:00,OD,LONG,2435.0,-350.0
2022-08-25,2022-08-25T10:25:00-04:00,2022-08-25T14:00:00-04:00,FB,LONG,-230.0,-1905.0
2022-08-25,2022-08-25T19:20:00-04:00,2022-08-26T01:20:00-04:00,OD,LONG,-520.0,-465.0
2022-08-26,2022-08-26T11:35:00-04:00,2022-08-26T15:00:00-04:00,B2,SHORT,4854.306448130955,-340.0
2022-08-28,2022-08-28T19:20:00-04:00,2022-08-29T01:40:00-04:00,OD,LONG,-740.0,-1570.0
2022-08-29,2022-08-29T09:40:00-04:00,2022-08-29T11:00:00-04:00,RV,SHORT,1621.052935307962,-930.0
2022-08-29,2022-08-29T19:20:00-04:00,2022-08-30T03:20:00-04:00,OD,LONG,1845.0,-330.0
2022-08-30,2022-08-30T10:20:00-04:00,2022-08-30T11:00:00-04:00,B2,SHORT,1675.188054170103,-180.0
2022-08-30,2022-08-30T11:15:00-04:00,2022-08-30T14:00:00-04:00,B2,SHORT,510.0,-1440.0
2022-08-30,2022-08-30T19:20:00-04:00,2022-08-31T00:20:00-04:00,OD,LONG,1945.0,-275.0
2022-08-31,2022-08-31T14:50:00-04:00,2022-08-31T16:00:00-04:00,B2,LONG,1777.9604083967934,-245.0
2022-08-31,2022-08-31T19:20:00-04:00,2022-09-01T02:00:00-04:00,OD,LONG,-1460.0,-1275.0
2022-09-01,2022-09-01T14:40:00-04:00,2022-09-01T15:00:00-04:00,RV,LONG,-30.0,-580.0
2022-09-01,2022-09-01T19:20:00-04:00,2022-09-02T01:20:00-04:00,OD,LONG,-355.0,-565.0
2022-09-02,2022-09-02T11:05:00-04:00,2022-09-02T12:40:00-04:00,B2,LONG,-2860.0,-3380.0
2022-09-02,2022-09-02T12:55:00-04:00,2022-09-02T15:40:00-04:00,B2,LONG,-3705.0,-3740.0
2022-09-04,2022-09-04T19:20:00-04:00,2022-09-05T01:40:00-04:00,OD,LONG,-20.0,-15.0
2022-09-05,2022-09-05T09:40:00-04:00,2022-09-05T13:00:00-04:00,FB,LONG,-35.0,-290.0
2022-09-05,2022-09-05T19:20:00-04:00,2022-09-05T21:40:00-04:00,OD,LONG,625.0,-530.0
2022-09-06,2022-09-06T11:00:00-04:00,2022-09-06T13:20:00-04:00,RV,SHORT,2199.7111080935792,-785.0
2022-09-06,2022-09-06T11:40:00-04:00,2022-09-06T13:20:00-04:00,B2,SHORT,2126.581506672665,-1025.0
2022-09-06,2022-09-06T19:20:00-04:00,2022-09-06T20:00:00-04:00,OD,LONG,-1050.0,-90.0
2022-09-07,2022-09-07T09:35:00-04:00,2022-09-07T14:00:00-04:00,FB,LONG,2560.0,-1050.0
2022-09-07,2022-09-07T09:40:00-04:00,2022-09-07T13:20:00-04:00,RV,LONG,1606.8124379656,-1535.0
2022-09-07,2022-09-07T12:30:00-04:00,2022-09-07T14:00:00-04:00,B2,LONG,1699.2815585513745,-330.0
2022-09-07,2022-09-07T14:40:00-04:00,2022-09-07T15:00:00-04:00,RV,LONG,200.0,-60.0
2022-09-07,2022-09-07T19:20:00-04:00,2022-09-08T00:40:00-04:00,OD,LONG,1670.0,-430.0
2022-09-08,2022-09-08T19:20:00-04:00,2022-09-09T02:00:00-04:00,OD,LONG,550.0,-45.0
2022-09-11,2022-09-11T19:20:00-04:00,2022-09-11T21:00:00-04:00,OD,LONG,-665.0,-615.0
2022-09-12,2022-09-12T09:40:00-04:00,2022-09-12T14:00:00-04:00,FB,LONG,1475.0,-515.0
2022-09-12,2022-09-12T11:25:00-04:00,2022-09-12T16:20:00-04:00,B2,LONG,930.0,-1620.0
2022-09-12,2022-09-12T19:20:00-04:00,2022-09-13T03:00:00-04:00,OD,LONG,130.0,-610.0
2022-09-13,2022-09-13T10:40:00-04:00,2022-09-13T15:00:00-04:00,B2,SHORT,2310.9483586339047,-110.0
2022-09-13,2022-09-13T12:20:00-04:00,2022-09-13T15:00:00-04:00,RV,SHORT,1865.0,-575.0
2022-09-13,2022-09-13T19:20:00-04:00,2022-09-13T20:20:00-04:00,OD,LONG,-530.0,-310.0
2022-09-14,2022-09-14T10:00:00-04:00,2022-09-14T10:40:00-04:00,RV,SHORT,1854.186582697912,-170.0
2022-09-14,2022-09-14T10:55:00-04:00,2022-09-14T14:00:00-04:00,FB,LONG,-1505.0,-1755.0
2022-09-14,2022-09-14T12:55:00-04:00,2022-09-14T15:20:00-04:00,B2,LONG,-2755.0,-2910.0
2022-09-14,2022-09-14T19:20:00-04:00,2022-09-15T01:40:00-04:00,OD,LONG,-815.0,-840.0
2022-09-15,2022-09-15T10:00:00-04:00,2022-09-15T10:40:00-04:00,RV,SHORT,1500.6276590172274,-610.0
2022-09-15,2022-09-15T19:20:00-04:00,2022-09-16T03:20:00-04:00,OD,LONG,-565.0,-650.0
2022-09-16,2022-09-16T10:20:00-04:00,2022-09-16T15:00:00-04:00,RV,SHORT,-820.0,-1355.0
2022-09-18,2022-09-18T19:20:00-04:00,2022-09-18T22:00:00-04:00,OD,LONG,-845.0,-295.0
2022-09-19,2022-09-19T09:55:00-04:00,2022-09-19T14:00:00-04:00,FB,LONG,10.0,-1360.0
2022-09-19,2022-09-19T10:00:00-04:00,2022-09-19T15:00:00-04:00,RV,LONG,645.0,-1315.0
2022-09-19,2022-09-19T19:20:00-04:00,2022-09-19T21:00:00-04:00,OD,LONG,-295.0,-30.0
2022-09-20,2022-09-20T11:00:00-04:00,2022-09-20T13:40:00-04:00,RV,SHORT,1507.987254254076,-1310.0
2022-09-20,2022-09-20T14:20:00-04:00,2022-09-20T15:00:00-04:00,RV,SHORT,-530.0,-760.0
2022-09-20,2022-09-20T19:20:00-04:00,2022-09-21T01:40:00-04:00,OD,LONG,45.0,-95.0
2022-09-21,2022-09-21T14:40:00-04:00,2022-09-21T15:00:00-04:00,RV,LONG,2540.0,-505.0
2022-09-21,2022-09-21T19:20:00-04:00,2022-09-22T03:40:00-04:00,OD,LONG,1935.0,-1365.0
2022-09-22,2022-09-22T14:55:00-04:00,2022-09-22T16:00:00-04:00,B2,LONG,1968.6410423760751,-425.0
2022-09-22,2022-09-22T19:20:00-04:00,2022-09-22T22:20:00-04:00,OD,LONG,-730.0,-265.0
2022-09-23,2022-09-23T09:35:00-04:00,2022-09-23T09:45:00-04:00,FB,LONG,-1440.0,-1645.0
2022-09-26,2022-09-26T09:50:00-04:00,2022-09-26T12:45:00-04:00,FB,LONG,-2905.0,-2905.0
2022-09-26,2022-09-26T10:15:00-04:00,2022-09-26T12:40:00-04:00,B2,LONG,-3570.0,-3630.0
2022-09-26,2022-09-26T14:20:00-04:00,2022-09-26T15:00:00-04:00,RV,SHORT,-485.0,-845.0
2022-09-26,2022-09-26T19:20:00-04:00,2022-09-27T02:00:00-04:00,OD,LONG,2020.0,-190.0
2022-09-27,2022-09-27T09:40:00-04:00,2022-09-27T10:00:00-04:00,RV,LONG,-1625.6493157492878,-1750.0
2022-09-27,2022-09-27T13:50:00-04:00,2022-09-27T15:40:00-04:00,B2,LONG,495.0,-535.0
2022-09-27,2022-09-27T19:20:00-04:00,2022-09-27T21:20:00-04:00,OD,LONG,-1385.0,-230.0
2022-09-28,2022-09-28T10:45:00-04:00,2022-09-28T15:20:00-04:00,B2,LONG,2479.633825167548,-505.0
2022-09-28,2022-09-28T11:25:00-04:00,2022-09-28T14:00:00-04:00,FB,LONG,445.0,-925.0
2022-09-28,2022-09-28T19:20:00-04:00,2022-09-28T22:20:00-04:00,OD,LONG,-650.0,-775.0
2022-09-29,2022-09-29T14:40:00-04:00,2022-09-29T15:00:00-04:00,RV,SHORT,760.0,-75.0
2022-09-29,2022-09-29T14:55:00-04:00,2022-09-29T16:20:00-04:00,B2,SHORT,-2450.0,-2855.0
2022-09-29,2022-09-29T19:20:00-04:00,2022-09-29T20:20:00-04:00,OD,LONG,-645.0,-80.0
2022-09-30,2022-09-30T10:00:00-04:00,2022-09-30T11:20:00-04:00,RV,SHORT,-2380.606149816668,-2515.0
2022-09-30,2022-09-30T11:30:00-04:00,2022-09-30T13:45:00-04:00,FB,LONG,-3315.0,-3375.0
2022-10-02,2022-10-02T19:20:00-04:00,2022-10-02T19:40:00-04:00,OD,LONG,-1535.0,-330.0
2022-10-03,2022-10-03T10:20:00-04:00,2022-10-03T13:40:00-04:00,RV,LONG,2059.4749079152098,-220.0
2022-10-03,2022-10-03T10:25:00-04:00,2022-10-03T14:00:00-04:00,FB,LONG,1445.0,-650.0
2022-10-03,2022-10-03T10:45:00-04:00,2022-10-03T14:40:00-04:00,B2,LONG,1921.2861110154336,-1210.0
2022-10-03,2022-10-03T14:45:00-04:00,2022-10-03T16:20:00-04:00,B2,LONG,-470.0,-1205.0
2022-10-03,2022-10-03T19:20:00-04:00,2022-10-03T22:00:00-04:00,OD,LONG,310.0,-50.0
2022-10-04,2022-10-04T09:40:00-04:00,2022-10-04T10:20:00-04:00,RV,LONG,1355.3743197862425,-465.0
2022-10-04,2022-10-04T09:50:00-04:00,2022-10-04T10:20:00-04:00,B2,LONG,1204.2528076758754,-270.0
2022-10-04,2022-10-04T09:50:00-04:00,2022-10-04T14:00:00-04:00,FB,LONG,350.0,-1310.0
2022-10-04,2022-10-04T19:20:00-04:00,2022-10-04T21:20:00-04:00,OD,LONG,-900.0,-975.0
2022-10-05,2022-10-05T11:20:00-04:00,2022-10-05T12:20:00-04:00,RV,SHORT,-1743.8724467803695,-2255.0
2022-10-05,2022-10-05T13:10:00-04:00,2022-10-05T14:00:00-04:00,FB,LONG,10.0,-5.0
2022-10-05,2022-10-05T19:20:00-04:00,2022-10-06T02:00:00-04:00,OD,LONG,190.0,-115.0
2022-10-06,2022-10-06T09:40:00-04:00,2022-10-06T10:20:00-04:00,RV,LONG,-1767.1542500793294,-3060.0
2022-10-06,2022-10-06T11:00:00-04:00,2022-10-06T15:00:00-04:00,RV,LONG,-1710.0,-2255.0
2022-10-06,2022-10-06T19:20:00-04:00,2022-10-07T00:20:00-04:00,OD,LONG,175.0,-315.0
2022-10-07,2022-10-07T11:20:00-04:00,2022-10-07T14:40:00-04:00,B2,SHORT,2051.906301220078,-495.0
2022-10-09,2022-10-09T19:20:00-04:00,2022-10-10T02:40:00-04:00,OD,LONG,-165.0,-815.0
2022-10-10,2022-10-10T10:55:00-04:00,2022-10-10T14:00:00-04:00,B2,SHORT,-1970.0,-2515.0
2022-10-10,2022-10-10T14:00:00-04:00,2022-10-10T15:00:00-04:00,RV,SHORT,650.0,-175.0
