delta,lowz,sl,tp,n_is,n_oos,pf_is,pf_oos,wr_is,wr_oos,pnl_is,pnl_oos,mdd_is,mdd_oos
50,0.9,3.0,1.5,1693,493,1.01482042008189,1.077972751226705,60.72061429415239,62.06896551724138,14644.060678274582,27614.812682871343,-44538.079245081426,-30850.600675190508
50,0.9,3.0,1.75,1631,473,1.0379880291598989,1.1170906800748042,59.043531575720415,60.676532769556026,38169.271203026874,41899.89319104883,-47288.03838046471,-27688.556352144587
50,0.9,3.0,2.0,1574,461,1.0463321837213346,1.133157470174082,56.98856416772554,58.78524945770065,47149.56488253076,48367.44394322377,-39799.452578547025,-28509.506752433008
50,0.9,3.0,2.25,1517,446,1.0432547687016238,1.1033117897637332,55.37244561634805,56.72645739910314,44349.52970768198,38045.517198951566,-45565.83893965675,-32906.846892309695
50,0.9,3.0,2.5,1470,437,1.0242923603885694,1.075457728475958,54.21768707482993,54.69107551487414,24820.457744063133,28640.69276593924,-47825.57041171931,-35635.26225227506
50,0.9,3.0,2.75,1429,432,1.0386713238134508,1.0709726126073553,53.533939818054584,53.47222222222222,39090.62327819742,27499.645232384355,-45360.38191419997,-40407.709810656816
50,0.9,3.0,3.0,1407,417,1.0382085726612569,1.098666182759706,52.94953802416489,52.75779376498801,38611.191815078855,37912.04350066029,-44343.32859868569,-33640.57119462268
50,1.0,1.0,1.0,2376,637,1.0222530834296115,0.9668784706330156,51.01010101010101,47.72370486656201,19630.723567066634,-10235.640423984514,-28475.489592157173,-25485.618682394997
50,1.0,1.0,1.25,2273,620,0.9876869715178226,1.0643527167933733,45.886493620765506,45.32258064516129,-11448.716188446924,20092.26356850406,-33089.58298863967,-22722.151763228976
50,1.0,1.0,1.5,2205,592,0.9648386519400246,1.067194751877493,42.53968253968254,43.24324324324324,-33696.30437586944,21088.947522105882,-47472.96685876623,-18793.31769984179
50,1.0,1.0,1.75,2150,580,0.9880853541336397,1.114919454900003,40.604651162790695,41.89655172413793,-11474.952447321411,36247.515962325124,-30888.74607337635,-22657.271327456547
50,1.0,1.0,2.0,2107,572,1.0136592455439308,1.1168106544267662,39.25011865211201,39.68531468531469,13165.99104582976,37532.4833299507,-38331.713295952904,-22531.154372910605
50,1.0,1.0,2.25,2048,559,1.0245027208531978,1.0704871501654327,37.79296875,37.74597495527728,23464.017386823034,22961.50224363897,-36426.08912823991,-27070.016603109907
50,1.0,1.0,2.5,2004,552,1.0250068090893254,1.0646324378494696,36.67664670658683,36.41304347826087,23788.72754693897,21192.653675425172,-39093.499458644656,-27561.349121354797
50,1.0,1.0,2.75,1965,546,1.035983958290332,1.0480508780868634,35.6234096692112,34.61538461538461,33921.41730647141,15974.051267960022,-32419.48403081664,-33192.55350762687
50,1.0,1.0,3.0,1946,534,1.035832243128685,1.0788933767803144,35.097636176772866,33.70786516853933,33743.727465925986,26091.352538866777,-31370.481399795644,-29125.220684833475
50,1.0,1.25,1.0,2298,620,1.0432405878001616,0.9631374081477804,56.30983463881636,53.064516129032256,39630.926573323886,-12070.008255002613,-35781.33996899858,-29848.96480375559
50,1.0,1.25,1.25,2191,606,0.9889469857325416,1.0476000362635025,50.844363304427205,50.165016501650165,-10848.935844771113,16066.672299069032,-36740.24840919039,-19635.167146658423
50,1.0,1.25,1.5,2115,578,0.9670943187770562,1.0675875251793192,47.42316784869976,48.44290657439446,-33456.121375973635,22894.70627546849,-48416.80278427699,-18091.751041827083
50,1.0,1.25,1.75,2056,565,0.989070691182776,1.116258299150977,45.525291828793776,47.07964601769911,-11171.574835737047,39641.16423633059,-43551.521671087976,-22432.49613417058
50,1.0,1.25,2.0,2008,554,1.0075034020894589,1.1116379630925197,43.92430278884462,44.584837545126355,7688.157665098188,38796.32970962433,-38029.14306012932,-26481.66835686665
50,1.0,1.25,2.25,1948,539,1.0151952120699128,1.0708816894248014,42.351129363449694,42.4860853432282,15523.117980794814,24788.7593077185,-38035.089626064655,-29029.76457826444
50,1.0,1.25,2.5,1904,530,1.0025580538336618,1.0800163426681872,41.01890756302521,41.132075471698116,2608.193492455757,27898.643761591447,-44563.97324381327,-28416.135338293825
50,1.0,1.25,2.75,1862,522,1.0149401775603957,1.0674019575652574,39.95703544575725,39.6551724137931,15090.546094033707,23851.15229918665,-38460.33211253154,-31731.894767053236
50,1.0,1.25,3.0,1840,509,1.0098285539937426,1.1008001436174748,39.23913043478261,38.70333988212181,9926.921330625519,35469.023809044884,-41766.01243844987,-27946.55756204309
50,1.0,1.5,1.0,2232,608,1.0372564604732308,0.9863760617249505,59.587813620071685,56.9078947368421,35093.90467485213,-4569.666992109924,-42357.13948718956,-28697.62156619021
50,1.0,1.5,1.25,2104,591,0.985029379487017,1.0801629533689905,54.18250950570342,54.31472081218274,-15073.238066438644,27492.49401021043,-47474.83309795127,-18465.26284439402
50,1.0,1.5,1.5,2020,561,0.975032481840247,1.122432693178423,50.89108910891089,53.11942959001782,-25892.051651666116,41561.694204142186,-47954.079513560646,-20798.334786149644
50,1.0,1.5,1.75,1956,548,1.0008068051627887,1.1622190566074693,49.13087934560327,51.824817518248175,842.8532858200197,55977.59281200444,-34915.968845559364,-23045.62473451362
50,1.0,1.5,2.0,1900,535,1.022386972445227,1.157775243958006,47.473684210526315,49.345794392523366,23379.292969622657,55345.755986864024,-41629.18714595602,-28233.879387199777
50,1.0,1.5,2.25,1844,521,1.0223011082727693,1.1197329374698612,45.66160520607375,47.216890595009595,23313.24158017953,42349.1667209845,-45622.65828641175,-28009.65796505574
50,1.0,1.5,2.5,1797,513,1.01251274697571,1.1235752239328236,44.40734557595993,45.6140350877193,13008.934229233419,43902.76685687262,-45345.25353669553,-29767.358849241282
50,1.0,1.5,2.75,1750,506,1.0104642228155352,1.1278469112150773,43.08571428571429,44.26877470355731,10793.098458856293,45946.36584477361,-48456.46900156233,-32659.937398409893
50,1.0,1.5,3.0,1727,492,0.9948274902439277,1.1354118044283652,42.154024319629414,43.292682926829265,-5350.91175651607,48648.43354160097,-61159.84857133801,-31483.984882024597
50,1.0,1.75,1.0,2158,590,1.0841061403301548,0.9923672307501813,62.83595922150139,59.49152542372882,77378.85803418714,-2556.4043235338613,-27491.663391996117,-33563.533859035306
50,1.0,1.75,1.25,2034,574,1.0260730826763322,1.070999740440904,57.42379547689282,56.44599303135889,25859.433376248562,24588.447381147198,-34821.12055772901,-24200.548164930515
50,1.0,1.75,1.5,1946,547,1.0155132993216867,1.0874003017858203,54.21377183967112,54.844606946983546,15890.676958313452,30659.516915295244,-40223.76707712807,-30091.132977372836
50,1.0,1.75,1.75,1883,531,1.0414305350120725,1.1152537366261739,52.363250132766865,53.483992467043315,42944.928722193035,41418.42605694488,-27953.071452717777,-26079.745826911676
50,1.0,1.75,2.0,1823,519,1.052891858836766,1.1120828459582368,50.52111903455842,51.252408477842,55134.796584600335,41015.76786304264,-34994.71045038727,-31778.377286389878
50,1.0,1.75,2.25,1764,506,1.0465208842669733,1.060482196022193,48.5827664399093,48.81422924901186,48705.53483334923,22567.489462280064,-44997.50688957299,-36366.083468063734
50,1.0,1.75,2.5,1718,497,1.0373242719386986,1.063411562367887,47.43888242142025,47.283702213279675,38886.05677409883,23753.336465876637,-45940.49637241224,-39965.4663604439
50,1.0,1.75,2.75,1673,490,1.038568383421737,1.065257931182316,46.26419605499103,45.91836734693877,39962.88717477786,24757.384794751124,-48921.94435543892,-44992.3468438461
50,1.0,1.75,3.0,1647,477,1.0365785173326787,1.0728589905242383,45.476624165148756,44.863731656184484,37799.68715912171,27694.781413976452,-53818.965796988065,-41317.04741095018
50,1.0,2.0,1.0,2115,575,1.1132080369003123,1.0412933932247936,65.20094562647755,62.08695652173913,102864.5467853298,13451.074176921393,-28386.61450472042,-28514.676211125843
50,1.0,2.0,1.25,1979,554,1.0551840796280325,1.1268038790335944,59.87872662961092,59.38628158844765,53912.94456187308,42225.142433123474,-34437.194237812364,-21884.053232144142
50,1.0,2.0,1.5,1884,530,1.0381028069640115,1.1405972945403409,56.52866242038217,57.924528301886795,38556.516591441396,47856.70217895713,-35983.0754075828,-23889.608108878747
50,1.0,2.0,1.75,1821,514,1.0640920871514066,1.1795428788768083,54.75013728720483,56.6147859922179,65699.08817367165,62320.44052070625,-30269.070914070435,-20776.976968805175
50,1.0,2.0,2.0,1758,502,1.0705713814698814,1.1717591805938568,52.61660978384528,53.98406374501992,72846.01723832791,60882.98416084035,-30818.40105257991,-24378.89203147759
50,1.0,2.0,2.25,1701,487,1.066970176422754,1.1157069047945756,50.67607289829512,51.74537987679671,69572.18135155275,41952.21262038445,-42431.435638211784,-30865.18628595637
50,1.0,2.0,2.5,1657,478,1.0564876307266744,1.0899483363548657,49.54737477368739,49.7907949790795,58507.4337130681,33413.79357855716,-41795.132907797204,-31171.07384794559
50,1.0,2.0,2.75,1614,471,1.0597272199194627,1.087784534964586,48.3271375464684,48.40764331210191,61751.1616252824,33223.68161544444,-44613.596213701414,-36398.450278626915
50,1.0,2.0,3.0,1589,458,1.0538892237671325,1.0969781874874587,47.51415984896161,47.379912663755455,55833.88736866182,36809.6820051215,-47921.314691998734,-32911.48818497779
50,1.0,2.25,1.0,2075,570,1.124525201318062,0.9893343509984308,66.74698795180723,62.98245614035088,112442.3609840665,-3666.531047282406,-28561.490701274415,-36574.0975033876
50,1.0,2.25,1.25,1933,549,1.0490328792144903,1.0763763384589853,61.35540610450077,60.4735883424408,48182.62921438589,26771.036217985093,-36104.83657404191,-29959.887138248887
50,1.0,2.25,1.5,1835,526,1.0421156145518313,1.0930366543341468,58.201634877384194,59.125475285171106,42635.93222179519,33410.93519836839,-34290.638297885635,-30405.627891639742
50,1.0,2.25,1.75,1768,510,1.0685135430772243,1.1305681466340836,56.50452488687783,57.64705882352941,70270.26202094322,47775.44261800649,-33797.14339104485,-24722.06377826471
50,1.0,2.25,2.0,1708,498,1.0760498281847863,1.1234024198355599,54.39110070257611,55.02008032128514,78704.41501851717,46096.63240781141,-27632.529492312082,-31087.823239406716
50,1.0,2.25,2.25,1650,481,1.0625837717415565,1.0681509347255913,52.303030303030305,52.80665280665281,65481.213986697985,25970.03547490065,-37286.55805259777,-36490.556452727105
50,1.0,2.25,2.5,1605,472,1.0483928614631788,1.0432754684874905,51.15264797507788,50.847457627118644,50482.41889829271,16915.905776348736,-35619.70047178929,-39026.17934086811
50,1.0,2.25,2.75,1561,465,1.054853037041206,1.0355169659743062,50.03203074951954,49.46236559139785,56960.48424607572,14149.34750700675,-38336.765166988225,-45763.5801776607
50,1.0,2.25,3.0,1536,452,1.0516917512299606,1.0483286724420957,49.283854166666664,48.45132743362832,53704.716238542525,19241.435704063697,-40697.48042399065,-41510.57371139759
50,1.0,2.5,1.0,2033,567,1.1247099843759567,0.9823145972629733,67.83079193310378,64.19753086419753,111749.60478546383,-6177.299552640834,-24863.51711592717,-35482.25503256486
50,1.0,2.5,1.25,1892,545,1.0405481913179173,1.0737262723526775,62.36786469344609,62.018348623853214,39757.86706398387,26127.604524045746,-39744.130333795256,-31968.519922175983
50,1.0,2.5,1.5,1794,520,1.0340366787263149,1.0876742794520926,59.2530657748049,60.38461538461539,34290.09408243528,31890.213484824926,-37799.87580792447,-33352.50371258138
50,1.0,2.5,1.75,1729,499,1.0543979653619915,1.1156754133789364,57.48987854251012,58.71743486973948,55911.419346209805,42670.81878439567,-35506.08857361094,-30669.302341900984
50,1.0,2.5,2.0,1672,488,1.06015848860384,1.1185740527893597,55.38277511961722,56.35245901639344,62649.41162394298,44553.056473028555,-38002.56023215787,-34788.32624880997
50,1.0,2.5,2.25,1616,472,1.0531932506366617,1.0728778289729848,53.46534653465346,54.23728813559322,55872.36596636187,27921.366151097027,-46001.659277940314,-40501.201695722484
50,1.0,2.5,2.5,1567,462,1.0391620774292019,1.0458346506614558,52.265475430759416,52.16450216450217,40970.67733415792,18014.97224850842,-44302.29683484886,-43858.25734073689
50,1.0,2.5,2.75,1524,454,1.0424502755056502,1.0366609477617794,51.24671916010499,50.881057268722465,44268.518680734924,14706.259267119749,-44652.9262350408,-49406.14906249888
50,1.0,2.5,3.0,1500,439,1.0373423788671938,1.0549519570496038,50.46666666666667,49.88610478359909,39015.064331828326,21938.151485580893,-48904.320737835515,-44462.04442249349
50,1.0,2.75,1.0,1992,558,1.136111068436772,0.9495170236149048,68.82530120481928,64.69534050179212,119617.82294595428,-18086.347982804873,-23056.260386518858,-44432.342143821734
50,1.0,2.75,1.25,1850,537,1.0370631080476318,1.0438482509774987,63.24324324324324,62.94227188081937,36151.01674735364,15919.08049048172,-47515.489604603965,-31596.191711914653
50,1.0,2.75,1.5,1750,513,1.0373834674456575,1.0567842681573312,60.22857142857143,61.01364522417154,37226.50924315098,21168.17577385802,-44103.62286795754,-36549.272100320086
50,1.0,2.75,1.75,1687,492,1.054934187184323,1.0955936274788092,58.44694724362774,59.552845528455286,56036.91747561279,35954.36937456274,-35900.76574783969,-31208.425806967498
50,1.0,2.75,2.0,1630,480,1.0543214083867671,1.0983844518238088,56.19631901840491,57.291666666666664,56453.13071885095,37646.48566113181,-43991.06286272059,-36207.38233432625
50,1.0,2.75,2.25,1574,464,1.0476606121007423,1.0641065961849534,54.32020330368488,55.38793103448276,50084.736977027715,24893.871592227515,-51372.389688623785,-41492.958908872315
50,1.0,2.75,2.5,1523,454,1.0304923008948605,1.0481507112751236,53.184504267892315,53.52422907488987,31856.602823135545,19105.12633139784,-56062.11921626165,-46427.65999932366
50,1.0,2.75,2.75,1480,446,1.0418065567681438,1.0447584927083364,52.36486486486486,52.46636771300449,43267.23414210821,18070.758689827562,-52825.77039031955,-52703.87915034269
50,1.0,2.75,3.0,1455,431,1.0406997106293687,1.0630316440043424,51.75257731958763,51.50812064965197,42139.06131323325,25311.38038202458,-59658.72968472319,-47695.19541416652
50,1.0,3.0,1.0,1965,552,1.1195708797422401,0.9619670197296316,69.51653944020356,65.39855072463769,105923.48720203408,-13435.478926186042,-25974.0690737166,-37934.05110685759
50,1.0,3.0,1.25,1822,531,1.0111262572406052,1.0545244931176365,63.7211855104281,63.653483992467045,11004.388606329994,19576.462736015892,-43452.8835777528,-29045.15531345336
50,1.0,3.0,1.5,1717,507,1.0157730574508543,1.0638033532625846,60.57076295864881,61.53846153846154,15846.160216965363,23608.211972104036,-42121.778607888155,-35446.920779858265
50,1.0,3.0,1.75,1649,485,1.0412936879537726,1.1012239438923845,58.884172225591264,60.0,42149.613666669684,37827.068171141436,-41609.45754570104,-29570.52664492825
50,1.0,3.0,2.0,1590,473,1.0477760550649167,1.1042337167142726,56.729559748427675,57.71670190274841,49464.149769481846,39655.234537259166,-38803.72152179108,-36548.602206477444
50,1.0,3.0,2.25,1535,457,1.0476873849001456,1.0796488704758351,55.04885993485342,55.798687089715536,49764.05743661617,30495.957853832733,-44589.57305004307,-37783.88833429832
50,1.0,3.0,2.5,1487,446,1.029239629426982,1.0646914643809373,53.934095494283795,54.035874439461885,30356.204290509813,25255.57064858578,-50044.19188993052,-38757.10078375254
50,1.0,3.0,2.75,1444,439,1.0474475205136797,1.059893582423784,53.32409972299169,52.84738041002278,48541.769528321056,23839.102913516545,-46393.262158299905,-45669.4858524928
50,1.0,3.0,3.0,1420,424,1.0457654361304194,1.0760242492414829,52.74647887323944,51.886792452830186,46798.22743849694,30183.730098111337,-45522.42102710962,-42101.71035525898
50,1.1,1.0,1.0,2425,655,1.010457373434923,0.9456054168743472,50.597938144329895,47.32824427480916,9459.288513375577,-17555.41960176939,-28752.165822092502,-26758.255349614483
50,1.1,1.0,1.25,2318,636,0.9758396382689971,1.0681399101995528,45.51337359792925,45.44025157232704,-23019.90045210954,21874.708352912494,-37306.95566603128,-19801.26620779418
50,1.1,1.0,1.5,2247,607,0.9498275668667421,1.0793058903109625,42.10057854917668,43.65733113673806,-49303.513205064955,25486.102055485753,-61513.081177897184,-20587.884586789296
50,1.1,1.0,1.75,2190,594,0.9762020678995964,1.1089290708527948,40.22831050228311,42.08754208754209,-23461.831411177736,35323.751202064304,-40985.85025954817,-20122.177645832562
50,1.1,1.0,2.0,2145,585,1.0039611852326853,1.1064174704158165,38.88111888111888,40.0,3904.150062146582,35064.160312258755,-48564.56636948791,-22402.51050368148
50,1.1,1.0,2.25,2084,571,1.0128480620607356,1.0671594432713123,37.3320537428023,38.003502626970224,12586.74244373211,22427.24287804318,-48161.025792470864,-25173.039397619432
50,1.1,1.0,2.5,2038,564,1.0117977823457316,1.0594901272993245,36.26104023552502,36.52482269503546,11472.239683315565,20059.015159252085,-51057.108691391004,-26430.77139511639
50,1.1,1.0,2.75,2000,558,1.0212157796211603,1.0489025326843673,35.2,34.946236559139784,20469.286563470596,16692.273486728882,-44611.765832078454,-36663.70622226212
50,1.1,1.0,3.0,1980,546,1.017454081609926,1.0809049234526977,34.64646464646464,34.065934065934066,16828.530652420595,27476.435492577657,-44206.435769572854,-32596.37339946872
50,1.1,1.25,1.0,2341,636,1.0405694219104797,0.9414288562074798,56.087142246903035,52.672955974842765,37877.368693169265,-20017.842428542208,-35151.62495290402,-29457.183817394107
50,1.1,1.25,1.25,2230,620,0.9878303478572721,1.0529169631757942,50.71748878923767,50.32258064516129,-12149.627910819545,18303.247980121596,-42368.744588865084,-16991.749469137212
50,1.1,1.25,1.5,2150,591,0.9641279790603788,1.0809935247840043,47.25581395348837,48.900169204737736,-37094.376124961855,27988.25396462482,-52378.62529419919,-18934.798140953426
50,1.1,1.25,1.75,2090,577,0.9869437378272562,1.1116181771293483,45.35885167464115,47.31369150779896,-13572.162371423074,39015.29136635385,-41736.48855042531,-21504.95637121625
50,1.1,1.25,2.0,2039,565,1.006502119983156,1.1032470661120206,43.74693477194703,44.95575221238938,6766.336071484475,36688.29663092183,-44430.55696811345,-26607.062666296333
50,1.1,1.25,2.25,1977,549,1.013051644366742,1.0688437486002074,42.08396560445119,42.80510018214936,13553.285503088591,24614.789881112156,-43627.67638570007,-29029.76457826444
